movie_name,recommend_movie
My Life in Ruins,"
Recommended Movies: 
Beauty Shop | Genres: Comedy,Romance | Rating: 5.4
Un Plan parfait | Genres: Comedy,Romance | Rating: 5.6
Say It Isn't So | Genres: Comedy,Romance | Rating: 4.8
Think Like a Man Too | Genres: Comedy,Romance | Rating: 6.4
Hardball | Genres: Comedy,Romance | Rating: 6.3
Why Did I Get Married Too? | Genres: Comedy,Romance | Rating: 6.1
My Boss's Daughter | Genres: Comedy,Romance | Rating: 4.4
I Think I Love My Wife | Genres: Comedy,Romance | Rating: 5.0
Easy Virtue | Genres: Comedy,Romance | Rating: 6.3
About Last Night | Genres: Comedy,Romance | Rating: 6.0
"
American Dreamz,"
Recommended Movies: 
Annie | Genres: Comedy,Drama,Family | Rating: 6.0
We Bought a Zoo | Genres: Comedy,Drama,Family | Rating: 6.5
Fat Albert | Genres: Comedy,Drama,Family | Rating: 4.3
Simon Birch | Genres: Comedy,Drama,Family | Rating: 6.5
Because of Winn-Dixie | Genres: Comedy,Drama,Family | Rating: 6.1
Roll Bounce | Genres: Comedy,Drama,Family | Rating: 6.1
Stolen Summer | Genres: Comedy,Drama,Family | Rating: 6.4
Growing Up Smith | Genres: Comedy,Drama,Family | Rating: 7.4
The Naked Ape | Genres: Comedy,Drama,Family | Rating: 5.0
Kit Kittredge: An American Girl | Genres: Comedy,Drama,Family | Rating: 6.4
"
Superman IV: The Quest for Peace,"
Recommended Movies: 
After Earth | Genres: Action,Adventure,ScienceFiction | Rating: 5.0
Six-String Samurai | Genres: Action,Adventure,ScienceFiction | Rating: 5.8
Star Trek Beyond | Genres: Action,Adventure,ScienceFiction | Rating: 6.6
Independence Day: Resurgence | Genres: Action,Adventure,ScienceFiction | Rating: 4.9
The Time Machine | Genres: Action,Adventure,ScienceFiction | Rating: 5.8
Steel | Genres: Action,Adventure,ScienceFiction | Rating: 4.3
X-Men | Genres: Action,Adventure,ScienceFiction | Rating: 6.8
Megaforce | Genres: Action,Adventure,ScienceFiction | Rating: 3.5
U.F.O. | Genres: Action,Adventure,ScienceFiction | Rating: 3.1
Avengers: Age of Ultron | Genres: Action,Adventure,ScienceFiction | Rating: 7.3
"
How She Move,"
Recommended Movies: 
Cradle Will Rock | Genres: Drama | Rating: 7.2
Extraordinary Measures | Genres: Drama | Rating: 6.0
United Passions | Genres: Drama | Rating: 3.0
Love Ranch | Genres: Drama | Rating: 6.0
Flash of Genius | Genres: Drama | Rating: 6.3
The Game of Their Lives | Genres: Drama | Rating: 5.8
Hands of Stone | Genres: Drama | Rating: 6.1
Won't Back Down | Genres: Drama | Rating: 5.8
ATL | Genres: Drama | Rating: 6.0
Bobby Jones: Stroke of Genius | Genres: Drama | Rating: 5.5
"
Running Scared,"
Recommended Movies: 
Kiss of Death | Genres: Action,Crime,Drama,Thriller | Rating: 5.7
Takers | Genres: Action,Crime,Drama,Thriller | Rating: 6.0
Faster | Genres: Action,Crime,Drama,Thriller | Rating: 6.1
In Too Deep | Genres: Action,Crime,Drama,Thriller | Rating: 6.2
Gangster Squad | Genres: Action,Crime,Drama,Thriller | Rating: 6.2
Sabotage | Genres: Action,Crime,Drama,Thriller | Rating: 5.5
Street Kings | Genres: Action,Crime,Drama,Thriller | Rating: 6.3
Harry Brown | Genres: Action,Crime,Drama,Thriller | Rating: 6.7
Stolen | Genres: Action,Crime,Drama,Thriller | Rating: 5.1
3 Days to Kill | Genres: Action,Crime,Drama,Thriller | Rating: 6.0
"
Bobby Jones: Stroke of Genius,"
Recommended Movies: 
The Game of Their Lives | Genres: Drama | Rating: 5.8
Resurrecting the Champ | Genres: Drama | Rating: 5.9
Southpaw | Genres: Action,Drama | Rating: 7.3
The Greatest Game Ever Played | Genres: Drama,Family | Rating: 6.9
Draft Day | Genres: Drama | Rating: 6.5
Play It to the Bone | Genres: Comedy,Drama | Rating: 5.7
Radio | Genres: Drama | Rating: 6.8
Cradle Will Rock | Genres: Drama | Rating: 7.2
Extraordinary Measures | Genres: Drama | Rating: 6.0
United Passions | Genres: Drama | Rating: 3.0
"
Shanghai Surprise,"
Recommended Movies: 
Iguana | Genres:  | Rating: 6.0
Sardaarji | Genres:  | Rating: 9.5
The Book of Mormon Movie, Volume 1: The Journey | Genres:  | Rating: 5.0
The Lost Medallion: The Adventures of Billy Stone | Genres: Adventure,Family | Rating: 5.6
Crowsnest | Genres:  | Rating: 4.8
Lisa Picard Is Famous | Genres:  | Rating: 4.0
Childless | Genres:  | Rating: 4.5
The Little Ponderosa Zoo | Genres:  | Rating: 2.0
Diamond Ruff | Genres:  | Rating: 2.4
Rise of the Entrepreneur: The Search for a Better Way | Genres:  | Rating: 8.0
"
The Illusionist,"
Recommended Movies: 
Angel Eyes | Genres: Drama,Romance,Thriller | Rating: 5.6
The Age of Adaline | Genres: Drama,Fantasy,Romance | Rating: 7.4
Wu Ji | Genres: Action,Drama,Fantasy,Romance,Thriller | Rating: 5.0
Winter's Tale | Genres: Drama,Fantasy,Mystery,Romance | Rating: 6.0
Beloved | Genres: Drama,Thriller | Rating: 5.9
Hereafter | Genres: Drama,Fantasy | Rating: 5.8
The Statement | Genres: Drama,Thriller | Rating: 5.9
The Best of Me | Genres: Drama,Romance | Rating: 7.2
The Face of an Angel | Genres: Drama,Thriller | Rating: 4.7
Moonlight Mile | Genres: Drama,Romance | Rating: 6.5
"
Roar,"
Recommended Movies: 
Killer Elite | Genres: Action,Adventure,Thriller | Rating: 6.1
City of Ghosts | Genres: Thriller | Rating: 5.4
Shanghai Surprise | Genres: Adventure | Rating: 2.9
The In Crowd | Genres: Thriller | Rating: 4.7
Ong Bak 2 | Genres: Action,Adventure,Thriller | Rating: 6.0
The Pursuit of D.B. Cooper | Genres: Adventure,Crime,Thriller | Rating: 6.8
The Secret Life of Bees | Genres: Adventure | Rating: 7.4
Limbo | Genres: Adventure,Drama,Thriller | Rating: 7.0
The Calling | Genres: Thriller | Rating: 5.6
Plush | Genres: Thriller | Rating: 5.4
"
Veronica Guerin,"
Recommended Movies: 
The International | Genres: Crime,Drama,Thriller | Rating: 6.0
Pride and Glory | Genres: Crime,Drama,Thriller | Rating: 6.3
Blood Ties | Genres: Crime,Drama,Thriller | Rating: 6.0
Zulu | Genres: Crime,Drama,Thriller | Rating: 6.7
The Son of No One | Genres: Crime,Drama,Thriller | Rating: 4.8
Snabba Cash | Genres: Crime,Drama,Thriller | Rating: 6.5
N-Secure | Genres: Crime,Drama,Thriller | Rating: 4.3
London to Brighton | Genres: Crime,Drama,Thriller | Rating: 6.5
Adulterers | Genres: Crime,Drama,Thriller | Rating: 5.2
Civil Brand | Genres: Crime,Drama,Thriller | Rating: 5.3
"
Escobar: Paradise Lost,"
Recommended Movies: 
Fascination | Genres: Romance,Thriller | Rating: 3.8
Inescapable | Genres: Romance,Thriller | Rating: 5.2
Impact Point | Genres: Romance,Thriller | Rating: 5.7
City of Ghosts | Genres: Thriller | Rating: 5.4
The In Crowd | Genres: Thriller | Rating: 4.7
Yeh Jawaani Hai Deewani | Genres: Romance | Rating: 7.2
The Calling | Genres: Thriller | Rating: 5.6
Plush | Genres: Thriller | Rating: 5.4
$upercapitalist | Genres: Thriller | Rating: 3.5
Da Sweet Blood of Jesus | Genres: Comedy,Romance,Thriller | Rating: 4.1
"
Southland Tales,"
Recommended Movies: 
Extreme Ops | Genres: Action,Adventure,Drama,Thriller | Rating: 5.0
Undisputed | Genres: Action,Adventure,Drama,Thriller | Rating: 6.1
Star Trek III: The Search for Spock | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 6.4
Tracker | Genres: Action,Adventure,Drama,Thriller | Rating: 6.0
Echo Dr. | Genres: Action,Drama,ScienceFiction,Thriller | Rating: 5.0
A Sound of Thunder | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 4.8
Hollywood Homicide | Genres: Action,Adventure,Comedy,Thriller | Rating: 5.0
Without a Paddle | Genres: Action,Adventure,Comedy,Thriller | Rating: 5.3
War, Inc. | Genres: Action,Adventure,Comedy,Thriller | Rating: 5.6
Elysium | Genres: Action,Drama,ScienceFiction,Thriller | Rating: 6.4
"
Chasseurs de dragons,"
Recommended Movies: 
WALL·E | Genres: Animation,Family | Rating: 7.8
Rugrats Go Wild | Genres: Animation,Family | Rating: 5.6
Pooh's Heffalump Movie | Genres: Animation,Family | Rating: 6.4
Hey Arnold! The Movie | Genres: Animation,Family | Rating: 5.6
Madagascar 3: Europe's Most Wanted | Genres: Animation,Family | Rating: 6.4
Home on the Range | Genres: Animation,Family | Rating: 5.7
Sammy's avonturen: De geheime doorgang | Genres: Animation,Family | Rating: 5.6
Space Chimps | Genres: Animation,Family | Rating: 5.2
Winnie the Pooh | Genres: Animation,Family | Rating: 6.8
Henry & Me | Genres: Animation,Family | Rating: 3.0
"
Damnation Alley,"
Recommended Movies: 
The Time Machine | Genres: Action,Adventure,ScienceFiction | Rating: 5.8
After Earth | Genres: Action,Adventure,ScienceFiction | Rating: 5.0
Six-String Samurai | Genres: Action,Adventure,ScienceFiction | Rating: 5.8
Independence Day: Resurgence | Genres: Action,Adventure,ScienceFiction | Rating: 4.9
Star Trek Beyond | Genres: Action,Adventure,ScienceFiction | Rating: 6.6
Megaforce | Genres: Action,Adventure,ScienceFiction | Rating: 3.5
Steel | Genres: Action,Adventure,ScienceFiction | Rating: 4.3
U.F.O. | Genres: Action,Adventure,ScienceFiction | Rating: 3.1
Divergent | Genres: Action,Adventure,ScienceFiction | Rating: 6.9
Journey 2: The Mysterious Island | Genres: Action,Adventure,ScienceFiction | Rating: 5.8
"
The Apparition,"
Recommended Movies: 
Lake Mungo | Genres: Horror,Thriller | Rating: 6.1
The Possession | Genres: Horror,Thriller | Rating: 5.8
The Neon Demon | Genres: Horror,Thriller | Rating: 6.4
Paranormal Activity: The Marked Ones | Genres: Horror,Thriller | Rating: 5.2
The Last Exorcism Part II | Genres: Horror,Thriller | Rating: 4.4
Train | Genres: Horror,Thriller | Rating: 4.8
Out of the Dark | Genres: Horror,Thriller | Rating: 4.6
Below Zero | Genres: Horror,Thriller | Rating: 4.4
Snow White: A Deadly Summer | Genres: Horror,Thriller | Rating: 4.8
Backmask | Genres: Horror,Thriller | Rating: 4.7
"
My Girl,"
Recommended Movies: 
We Bought a Zoo | Genres: Comedy,Drama,Family | Rating: 6.5
Fat Albert | Genres: Comedy,Drama,Family | Rating: 4.3
Simon Birch | Genres: Comedy,Drama,Family | Rating: 6.5
Because of Winn-Dixie | Genres: Comedy,Drama,Family | Rating: 6.1
Roll Bounce | Genres: Comedy,Drama,Family | Rating: 6.1
Stolen Summer | Genres: Comedy,Drama,Family | Rating: 6.4
Growing Up Smith | Genres: Comedy,Drama,Family | Rating: 7.4
The Naked Ape | Genres: Comedy,Drama,Family | Rating: 5.0
Kit Kittredge: An American Girl | Genres: Comedy,Drama,Family | Rating: 6.4
Dancer, Texas Pop. 81 | Genres: Comedy,Drama,Family | Rating: 10.0
"
Fur: An Imaginary Portrait of Diane Arbus,"
Recommended Movies: 
Lone Star | Genres: Drama,Mystery,Romance | Rating: 6.9
Paper Towns | Genres: Drama,Mystery,Romance | Rating: 6.1
Against the Ropes | Genres: Drama,Romance | Rating: 4.5
Antwone Fisher | Genres: Drama,Romance | Rating: 6.7
Winter's Tale | Genres: Drama,Fantasy,Mystery,Romance | Rating: 6.0
The Best of Me | Genres: Drama,Romance | Rating: 7.2
Moonlight Mile | Genres: Drama,Romance | Rating: 6.5
Endless Love | Genres: Drama,Romance | Rating: 6.7
The Last Station | Genres: Drama,Romance | Rating: 6.7
The Yellow Handkerchief | Genres: Drama,Romance | Rating: 6.4
"
Wall Street,"
Recommended Movies: 
Casino Jack | Genres: Comedy,Crime,Drama | Rating: 6.0
Madea's Witness Protection | Genres: Comedy,Crime,Drama | Rating: 5.9
Madea Goes to Jail | Genres: Comedy,Crime,Drama | Rating: 6.4
Adaptation. | Genres: Comedy,Crime,Drama | Rating: 7.3
Four Lions | Genres: Comedy,Crime,Drama | Rating: 7.0
Cheap Thrills | Genres: Comedy,Crime,Drama | Rating: 6.3
The Informant! | Genres: Comedy,Crime,Drama | Rating: 6.0
We're No Angels | Genres: Comedy,Crime,Drama | Rating: 5.6
Observe and Report | Genres: Comedy,Crime,Drama | Rating: 5.6
Dom Hemingway | Genres: Comedy,Crime,Drama | Rating: 5.8
"
Sense and Sensibility,"
Recommended Movies: 
The Best of Me | Genres: Drama,Romance | Rating: 7.2
Moonlight Mile | Genres: Drama,Romance | Rating: 6.5
Endless Love | Genres: Drama,Romance | Rating: 6.7
The Last Station | Genres: Drama,Romance | Rating: 6.7
The Yellow Handkerchief | Genres: Drama,Romance | Rating: 6.4
The Emperor's Club | Genres: Drama,Romance | Rating: 6.9
Darling Companion | Genres: Drama,Romance | Rating: 5.3
Mo' Better Blues | Genres: Drama,Romance | Rating: 6.3
The House of Mirth | Genres: Drama,Romance | Rating: 6.4
Peaceful Warrior | Genres: Drama,Romance | Rating: 7.3
"
Becoming Jane,"
Recommended Movies: 
The Best of Me | Genres: Drama,Romance | Rating: 7.2
Moonlight Mile | Genres: Drama,Romance | Rating: 6.5
Endless Love | Genres: Drama,Romance | Rating: 6.7
The Last Station | Genres: Drama,Romance | Rating: 6.7
Vicky Cristina Barcelona | Genres: Drama,Romance | Rating: 6.7
The Yellow Handkerchief | Genres: Drama,Romance | Rating: 6.4
The Emperor's Club | Genres: Drama,Romance | Rating: 6.9
Darling Companion | Genres: Drama,Romance | Rating: 5.3
Mo' Better Blues | Genres: Drama,Romance | Rating: 6.3
The House of Mirth | Genres: Drama,Romance | Rating: 6.4
"
Sydney White,"
Recommended Movies: 
Grown Ups 2 | Genres: Comedy | Rating: 5.8
Jack and Jill | Genres: Comedy | Rating: 4.1
The Dictator | Genres: Comedy | Rating: 5.9
Imagine That | Genres: Comedy | Rating: 5.7
Daddy's Home | Genres: Comedy | Rating: 5.8
Scary Movie 3 | Genres: Comedy | Rating: 5.8
Get Him to the Greek | Genres: Comedy | Rating: 5.9
The Three Stooges | Genres: Comedy | Rating: 4.9
Le petit Nicolas | Genres: Comedy | Rating: 5.9
Welcome to Mooseport | Genres: Comedy | Rating: 4.8
"
House of Sand and Fog,"
Recommended Movies: 
Cradle Will Rock | Genres: Drama | Rating: 7.2
Extraordinary Measures | Genres: Drama | Rating: 6.0
United Passions | Genres: Drama | Rating: 3.0
Love Ranch | Genres: Drama | Rating: 6.0
Flash of Genius | Genres: Drama | Rating: 6.3
The Game of Their Lives | Genres: Drama | Rating: 5.8
Hands of Stone | Genres: Drama | Rating: 6.1
Won't Back Down | Genres: Drama | Rating: 5.8
ATL | Genres: Drama | Rating: 6.0
Bobby Jones: Stroke of Genius | Genres: Drama | Rating: 5.5
"
Dead Poets Society,"
Recommended Movies: 
Mr. Church | Genres: Drama | Rating: 7.0
Radio | Genres: Drama | Rating: 6.8
Cradle Will Rock | Genres: Drama | Rating: 7.2
Extraordinary Measures | Genres: Drama | Rating: 6.0
United Passions | Genres: Drama | Rating: 3.0
Love Ranch | Genres: Drama | Rating: 6.0
Flash of Genius | Genres: Drama | Rating: 6.3
The Game of Their Lives | Genres: Drama | Rating: 5.8
Hands of Stone | Genres: Drama | Rating: 6.1
Won't Back Down | Genres: Drama | Rating: 5.8
"
Dumb and Dumber,"
Recommended Movies: 
Grown Ups 2 | Genres: Comedy | Rating: 5.8
Jack and Jill | Genres: Comedy | Rating: 4.1
The Dictator | Genres: Comedy | Rating: 5.9
Imagine That | Genres: Comedy | Rating: 5.7
Daddy's Home | Genres: Comedy | Rating: 5.8
Scary Movie 3 | Genres: Comedy | Rating: 5.8
Get Him to the Greek | Genres: Comedy | Rating: 5.9
The Three Stooges | Genres: Comedy | Rating: 4.9
Le petit Nicolas | Genres: Comedy | Rating: 5.9
Welcome to Mooseport | Genres: Comedy | Rating: 4.8
"
When Harry Met Sally...,"
Recommended Movies: 
Sex and the City 2 | Genres: Comedy,Drama,Romance | Rating: 5.4
Shall We Dance? | Genres: Comedy,Drama,Romance | Rating: 5.9
Life or Something Like It | Genres: Comedy,Drama,Romance | Rating: 5.7
Little Black Book | Genres: Comedy,Drama,Romance | Rating: 5.2
Mumford | Genres: Comedy,Drama,Romance | Rating: 6.3
Anywhere But Here | Genres: Comedy,Drama,Romance | Rating: 5.9
Chéri | Genres: Comedy,Drama,Romance | Rating: 5.9
Molière | Genres: Comedy,Drama,Romance | Rating: 6.7
Molly | Genres: Comedy,Drama,Romance | Rating: 5.5
Being Julia | Genres: Comedy,Drama,Romance | Rating: 6.4
"
The Verdict,"
Recommended Movies: 
Cradle Will Rock | Genres: Drama | Rating: 7.2
Extraordinary Measures | Genres: Drama | Rating: 6.0
United Passions | Genres: Drama | Rating: 3.0
Love Ranch | Genres: Drama | Rating: 6.0
Flash of Genius | Genres: Drama | Rating: 6.3
The Game of Their Lives | Genres: Drama | Rating: 5.8
Hands of Stone | Genres: Drama | Rating: 6.1
Won't Back Down | Genres: Drama | Rating: 5.8
ATL | Genres: Drama | Rating: 6.0
Bobby Jones: Stroke of Genius | Genres: Drama | Rating: 5.5
"
Road Trip,"
Recommended Movies: 
Harold & Kumar Escape from Guantanamo Bay | Genres: Adventure,Comedy | Rating: 6.2
Crocodile Dundee in Los Angeles | Genres: Adventure,Comedy | Rating: 4.7
Mortdecai | Genres: Adventure,Comedy | Rating: 5.4
Rat Race | Genres: Adventure,Comedy | Rating: 6.0
Crocodile Dundee II | Genres: Adventure,Comedy | Rating: 5.5
Year One | Genres: Adventure,Comedy | Rating: 4.6
Delivery Man | Genres: Comedy | Rating: 6.2
Grown Ups 2 | Genres: Comedy | Rating: 5.8
Jack and Jill | Genres: Comedy | Rating: 4.1
The Dictator | Genres: Comedy | Rating: 5.9
"
Varsity Blues,"
Recommended Movies: 
Sex and the City 2 | Genres: Comedy,Drama,Romance | Rating: 5.4
Life or Something Like It | Genres: Comedy,Drama,Romance | Rating: 5.7
Little Black Book | Genres: Comedy,Drama,Romance | Rating: 5.2
Mumford | Genres: Comedy,Drama,Romance | Rating: 6.3
Anywhere But Here | Genres: Comedy,Drama,Romance | Rating: 5.9
Chéri | Genres: Comedy,Drama,Romance | Rating: 5.9
Molière | Genres: Comedy,Drama,Romance | Rating: 6.7
Molly | Genres: Comedy,Drama,Romance | Rating: 5.5
Being Julia | Genres: Comedy,Drama,Romance | Rating: 6.4
How to Deal | Genres: Comedy,Drama,Romance | Rating: 5.7
"
The Artist,"
Recommended Movies: 
Sex and the City 2 | Genres: Comedy,Drama,Romance | Rating: 5.4
Life or Something Like It | Genres: Comedy,Drama,Romance | Rating: 5.7
Little Black Book | Genres: Comedy,Drama,Romance | Rating: 5.2
Mumford | Genres: Comedy,Drama,Romance | Rating: 6.3
Anywhere But Here | Genres: Comedy,Drama,Romance | Rating: 5.9
Chéri | Genres: Comedy,Drama,Romance | Rating: 5.9
Molière | Genres: Comedy,Drama,Romance | Rating: 6.7
Molly | Genres: Comedy,Drama,Romance | Rating: 5.5
Being Julia | Genres: Comedy,Drama,Romance | Rating: 6.4
How to Deal | Genres: Comedy,Drama,Romance | Rating: 5.7
"
The Unborn,"
Recommended Movies: 
Truth or Dare | Genres: Horror,Mystery,Thriller | Rating: 5.7
The Possession | Genres: Horror,Thriller | Rating: 5.8
Goddess of Love | Genres: Drama,Horror,Mystery,Thriller | Rating: 6.2
Train | Genres: Horror,Thriller | Rating: 4.8
Amnesiac | Genres: Drama,Horror,Mystery,Thriller | Rating: 4.1
Out of the Dark | Genres: Horror,Thriller | Rating: 4.6
#Horror | Genres: Drama,Horror,Mystery,Thriller | Rating: 3.3
Snow White: A Deadly Summer | Genres: Horror,Thriller | Rating: 4.8
Restoration | Genres: Horror | Rating: 5.3
City of Ghosts | Genres: Thriller | Rating: 5.4
"
Moonrise Kingdom,"
Recommended Movies: 
Sex and the City 2 | Genres: Comedy,Drama,Romance | Rating: 5.4
He's Just Not That Into You | Genres: Comedy,Drama,Romance | Rating: 6.2
Life or Something Like It | Genres: Comedy,Drama,Romance | Rating: 5.7
Little Black Book | Genres: Comedy,Drama,Romance | Rating: 5.2
Mumford | Genres: Comedy,Drama,Romance | Rating: 6.3
Anywhere But Here | Genres: Comedy,Drama,Romance | Rating: 5.9
Chéri | Genres: Comedy,Drama,Romance | Rating: 5.9
Molière | Genres: Comedy,Drama,Romance | Rating: 6.7
Molly | Genres: Comedy,Drama,Romance | Rating: 5.5
Youth in Revolt | Genres: Comedy,Drama,Romance | Rating: 5.9
"
The Texas Chainsaw Massacre: The Beginning,"
Recommended Movies: 
The Texas Chainsaw Massacre 2 | Genres: Horror | Rating: 5.9
Graduation Day | Genres: Horror | Rating: 5.0
Saw II | Genres: Horror | Rating: 6.3
Raymond Did It | Genres: Horror | Rating: 3.2
The Tooth Fairy | Genres: Horror | Rating: 4.3
Restoration | Genres: Horror | Rating: 5.3
Mama | Genres: Horror | Rating: 6.0
Devil's Due | Genres: Horror | Rating: 4.4
The Veil | Genres: Horror | Rating: 4.5
The Helpers | Genres: Horror | Rating: 4.1
"
The Young Messiah,"
Recommended Movies: 
God's Not Dead 2 | Genres: Drama | Rating: 5.7
To Save A Life | Genres: Drama | Rating: 6.2
Cradle Will Rock | Genres: Drama | Rating: 7.2
Extraordinary Measures | Genres: Drama | Rating: 6.0
United Passions | Genres: Drama | Rating: 3.0
Love Ranch | Genres: Drama | Rating: 6.0
Flash of Genius | Genres: Drama | Rating: 6.3
The Game of Their Lives | Genres: Drama | Rating: 5.8
Hands of Stone | Genres: Drama | Rating: 6.1
Won't Back Down | Genres: Drama | Rating: 5.8
"
